Rooms,Price,Bathroom,Landsize,Lattitude,Longtitude
4,1875000.0,2.0,223.0,-37.882,144.993
3,780000.0,1.0,0.0,-37.8726,144.9846
3,878500.0,2.0,75.0,-37.8843,144.9917
3,3572000.0,2.0,737.0,-37.8839,144.9831
2,560000.0,1.0,0.0,-37.8751,144.987
2,765000.0,1.0,0.0,-37.8809,144.9833
2,670000.0,2.0,0.0,-37.883,144.9916
3,1625000.0,2.0,246.0,-37.8861,144.9877
2,1122000.0,2.0,0.0,-37.8744,144.9888
4,2400000.0,2.0,560.0,-37.8822,144.9913
2,655000.0,1.0,0.0,-37.8902,144.9907
2,684000.0,1.0,0.0,-37.875,144.991
2,500000.0,1.0,0.0,-37.8761,144.9821
2,680000.0,1.0,0.0,-37.8811,144.9797
2,600000.0,1.0,0.0,-37.8715,144.9873
1,370000.0,1.0,0.0,-37.8767,144.9849
1,390000.0,1.0,644.0,-37.8798,144.994
2,630000.0,1.0,0.0,-37.8817,144.984
2,640000.0,1.0,0.0,-37.8757,144.987
2,932000.0,2.0,799.0,-37.8818,144.9918
2,645000.0,1.0,0.0,-37.8842,144.9829
1,347000.0,1.0,0.0,-37.8839,144.9903
2,875000.0,1.0,0.0,-37.8725,144.9854
2,582500.0,1.0,0.0,-37.8895,144.9902
2,570000.0,1.0,0.0,-37.8831,144.9855
4,1875000.0,3.0,235.0,-37.8775,144.9808
1,340000.0,1.0,0.0,-37.8784,144.9864
4,2200000.0,3.0,348.0,-37.8748,144.9778
2,687500.0,1.0,0.0,-37.8828,144.9899
2,730000.0,1.0,0.0,-37.874,144.9903
2,526000.0,1.0,0.0,-37.8809,144.9947
3,920000.0,2.0,758.0,-37.8768,144.9845
3,1830000.0,2.0,374.0,-37.8747,144.987
3,1425000.0,2.0,684.0,-37.7585,144.9317
2,660000.0,1.0,263.0,-37.7418,144.8977
2,550000.0,1.0,0.0,-37.7575,144.9298
3,1295000.0,1.0,688.0,-37.7578,144.9317
2,595000.0,1.0,752.0,-37.7553,144.9302
3,911000.0,2.0,225.0,-37.7454,144.8987
4,900000.0,2.0,288.0,-37.7562,144.9286
2,645000.0,1.0,0.0,-37.7495,144.9205
2,702500.0,1.0,168.0,-37.758,144.9311
3,960000.0,1.0,549.0,-37.7479,144.8931
4,1670000.0,2.0,291.0,-37.7544,144.9325
3,1100000.0,2.0,789.0,-37.7558,144.9073
4,1800000.0,2.0,648.0,-37.7493,144.9112
4,1250000.0,3.0,374.0,-37.7507,144.8911
2,1130000.0,1.0,646.0,-37.7502,144.8923
2,370000.0,1.0,0.0,-37.7569,144.9256
3,1467000.0,2.0,188.0,-37.7532,144.9178
5,2800000.0,4.0,877.0,-37.7491,144.9002
4,1160000.0,3.0,256.0,-37.7527,144.8957
6,2620000.0,4.0,860.0,-37.7484,144.9025
3,1226000.0,1.0,533.0,-37.7462,144.8953
4,1402000.0,2.0,554.0,-37.7508,144.8937
3,855000.0,1.0,396.0,-37.7484,144.8907
4,1275000.0,2.0,503.0,-37.7513,144.8925
4,1590000.0,3.0,475.0,-37.7418,144.8938
2,606000.0,1.0,0.0,-37.7598,144.9128
3,1385000.0,2.0,619.0,-37.7543,144.9318
3,650000.0,2.0,160.0,-37.7403,144.8989
2,460000.0,1.0,0.0,-37.7545,144.8964
3,1000000.0,2.0,291.0,-37.7499,144.8927
2,520000.0,1.0,0.0,-37.7486,144.9072
3,720000.0,1.0,190.0,-37.7418,144.8918
4,1635000.0,1.0,638.0,-37.7523,144.9052
2,485000.0,1.0,0.0,-37.7504,144.9138
5,1575000.0,3.0,700.0,-37.7461,144.9173
1,280000.0,1.0,0.0,-37.7475,144.9194
4,1467000.0,2.0,683.0,-37.7439,144.9195
2,890000.0,1.0,649.0,-37.7445,144.9133
2,870000.0,1.0,319.0,-37.7555,144.9118
3,1134000.0,1.0,551.0,-37.7571,144.9335
1,320500.0,1.0,0.0,-37.7547,144.9107
2,1065000.0,1.0,477.0,-37.7503,144.911
4,1610000.0,2.0,601.0,-37.7434,144.9256
2,930000.0,1.0,225.0,-37.7548,144.9113
2,395000.0,1.0,0.0,-37.7461,144.9058
3,1470000.0,1.0,687.0,-37.7442,144.9045
3,750000.0,1.0,253.0,-37.7397,144.898
2,390000.0,1.0,0.0,-37.7554,144.9127
4,1170000.0,2.0,0.0,-37.7465,144.91
4,1600000.0,3.0,519.0,-37.7517,144.9086
4,1535000.0,1.0,638.0,-37.7523,144.9052
2,435000.0,1.0,0.0,-37.7461,144.9079
3,1460000.0,2.0,605.0,-37.7546,144.9042
2,736000.0,1.0,0.0,-37.7412,144.8974
2,450000.0,1.0,0.0,-37.745,144.915
2,740000.0,1.0,250.0,-37.7457,144.9061
2,691000.0,1.0,201.0,-37.7454,144.928
4,2355000.0,2.0,715.0,-37.7582,144.9128
3,1625000.0,2.0,858.0,-37.7417,144.8961
3,1150000.0,1.0,300.0,-37.7548,144.9315
2,360000.0,1.0,0.0,-37.754,144.9209
2,645000.0,1.0,170.0,-37.7475,144.8959
1,250000.0,1.0,0.0,-37.7523,144.9221
3,872000.0,1.0,862.0,-37.7399,144.8964
2,630000.0,1.0,0.0,-37.7543,144.9066
2,440000.0,1.0,1011.0,-37.7556,144.9132
5,1811000.0,3.0,657.0,-37.7548,144.9098
3,1500000.0,2.0,440.0,-37.7524,144.9074
3,1290000.0,1.0,618.0,-37.7442,144.9249
3,1100000.0,1.0,0.0,-37.7566,144.9155
4,1270000.0,2.0,411.0,-37.757,144.9251
3,1445000.0,2.0,400.0,-37.7542,144.9117
4,1113000.0,1.0,533.0,-37.7509,144.8922
2,370000.0,1.0,0.0,-37.7482,144.908
2,396000.0,1.0,0.0,-37.7428,144.9086
2,450000.0,1.0,88.0,-37.7389,144.8998
5,1360000.0,3.0,463.0,-37.7379,144.9022
2,340000.0,1.0,0.0,-37.7433,144.9074
3,765000.0,2.0,0.0,-37.7364,144.8977
3,712000.0,2.0,189.0,-37.7374,144.9006
3,1250000.0,2.0,327.0,-37.7723,145.0179
3,1350000.0,1.0,309.0,-37.7828,145.0154
2,1220000.0,1.0,537.0,-37.7689,145.0177
4,1160000.0,2.0,381.0,-37.7735,145.0192
2,505000.0,1.0,0.0,-37.7755,145.0178
2,602000.0,1.0,0.0,-37.7845,145.0105
3,846000.0,1.0,185.0,-37.7665,145.0175
2,400000.0,1.0,0.0,-37.7719,145.0195
2,445000.0,1.0,0.0,-37.7782,145.0162
4,1730000.0,2.0,490.0,-37.7749,145.0242
2,510000.0,1.0,1658.0,-37.7781,145.0157
3,1350000.0,1.0,553.0,-37.7728,145.0214
4,2000000.0,3.0,575.0,-37.7671,145.0176
2,805000.0,1.0,140.0,-37.7697,145.0203
3,1055000.0,1.0,382.0,-37.7696,145.0188
2,548000.0,1.0,0.0,-37.7845,145.0105
3,1500000.0,1.0,0.0,-37.7714,145.0173
2,600000.0,1.0,0.0,-37.7732,145.0193
2,545000.0,1.0,0.0,-37.7682,145.0209
3,1375000.0,1.0,496.0,-37.7737,145.018
3,1252000.0,2.0,0.0,-37.8029,144.975
2,810000.0,1.0,0.0,-37.7941,144.9802
1,947500.0,1.0,87.0,-37.8019,144.9821
2,1460000.0,1.0,0.0,-37.8006,144.9814
2,880000.0,2.0,0.0,-37.7953,144.9775
4,3310000.0,4.0,337.0,-37.8052,144.9739
3,1250000.0,1.0,113.0,-37.7966,144.9821
4,1950000.0,1.0,177.0,-37.7999,144.9759
1,465000.0,1.0,0.0,-37.7974,144.9799
4,1620000.0,2.0,132.0,-37.8004,144.9768
3,850000.0,2.0,2782.0,-37.8005,144.9787
2,1122000.0,1.0,106.0,-37.7968,144.9781
2,1300000.0,1.0,157.0,-37.7941,144.98
1,420000.0,1.0,782.0,-37.8055,144.9809
2,715000.0,1.0,0.0,-37.7967,144.9836
2,800000.0,2.0,64.0,-37.7956,144.9804
2,710000.0,1.0,0.0,-37.7953,144.9775
2,630000.0,1.0,0.0,-37.8024,144.9835
4,4011000.0,3.0,286.0,-37.7999,144.9755
2,700000.0,2.0,4332.0,-37.7846,144.9785
2,860000.0,1.0,104.0,-37.7927,144.9796
2,870000.0,1.0,107.0,-37.7898,144.9794
4,1450000.0,2.0,266.0,-37.7797,144.9861
1,358500.0,1.0,0.0,-37.7925,144.9786
2,770000.0,2.0,134.0,-37.7916,144.9784
2,1008000.0,1.0,150.0,-37.7833,144.9819
3,1015000.0,2.0,112.0,-37.7912,144.9825
3,1371000.0,1.0,197.0,-37.7835,144.9816
3,1286000.0,1.0,275.0,-37.7779,144.9862
3,1600000.0,3.0,188.0,-37.7829,144.9788
4,1950000.0,2.0,233.0,-37.7786,144.9818
4,3400000.0,2.0,445.0,-37.786,144.9864
4,1785000.0,2.0,188.0,-37.7815,144.9869
2,1210000.0,1.0,223.0,-37.7829,144.9782
3,1275000.0,2.0,104.0,-37.7813,144.9834
2,1290000.0,1.0,136.0,-37.7819,144.9824
2,750000.0,2.0,0.0,-37.7761,144.9792
2,675000.0,1.0,0.0,-37.7918,144.9824
4,1700000.0,3.0,127.0,-37.7855,144.9789
3,1080000.0,2.0,77.0,-37.7923,144.9776
2,1222500.0,1.0,487.0,-37.7737,144.9822
2,937500.0,1.0,100.0,-37.788,144.9791
3,1300000.0,1.0,203.0,-37.7834,144.9862
3,1300000.0,2.0,127.0,-37.7851,144.9809
3,2150000.0,2.0,202.0,-37.7835,144.9867
3,1581000.0,1.0,193.0,-37.7836,144.985
2,602000.0,1.0,0.0,-37.7794,144.989
2,650000.0,1.0,0.0,-37.777,144.9838
3,1450000.0,2.0,118.0,-37.7839,144.9807
2,365000.0,1.0,0.0,-37.7833,144.9255
2,425000.0,1.0,0.0,-37.7833,144.9255
2,391000.0,1.0,0.0,-37.7825,144.9239
3,1130000.0,1.0,294.0,-37.7856,144.9292
3,1110000.0,1.0,272.0,-37.7857,144.931
2,918000.0,1.0,136.0,-37.7839,144.9343
2,730000.0,1.0,140.0,-37.7867,144.9342
2,855000.0,1.0,225.0,-37.7849,144.9197
3,1012000.0,1.0,212.0,-37.7818,144.9247
2,395000.0,1.0,0.0,-37.7833,144.9255
2,556000.0,2.0,0.0,-37.784,144.9356
1,345000.0,1.0,0.0,-37.7826,144.9311
3,1100000.0,2.0,179.0,-37.7857,144.9305
1,395000.0,1.0,818.0,-37.788,144.9306
3,1115000.0,1.0,244.0,-37.7823,144.9278
2,420500.0,1.0,0.0,-37.783,144.93200000000004
4,1225000.0,2.0,319.0,-37.7943,144.8875
3,1003000.0,1.0,292.0,-37.797,144.9051
3,840000.0,1.0,164.0,-37.7959,144.8863
3,1362000.0,2.0,497.0,-37.7958,144.9024
4,977000.0,2.0,154.0,-37.7983,144.8911
1,216000.0,1.0,0.0,-37.7907,144.8924
3,876000.0,2.0,204.0,-37.8012,144.8921
1,227000.0,1.0,0.0,-37.7907,144.8924
4,841000.0,2.0,250.0,-37.7959,144.8989
2,605000.0,1.0,2794.0,-37.8044,144.9064
2,305000.0,1.0,47.0,-37.8014,144.8959
2,480000.0,1.0,556.0,-37.7919,144.8854
3,910000.0,1.0,361.0,-37.7913,144.8879
1,291000.0,1.0,665.0,-37.7978,144.8918
2,752000.0,1.0,215.0,-37.7922,144.891
3,1155000.0,1.0,585.0,-37.7941,144.8924
3,853000.0,1.0,0.0,-37.7962,144.8851
3,480000.0,1.0,0.0,-37.7949,144.9007
4,775000.0,1.0,277.0,-37.7901,144.8883
2,281000.0,1.0,0.0,-37.7891,144.8912
4,1300000.0,2.0,0.0,-37.7923,144.8848
3,714000.0,2.0,164.0,-37.7948,144.8868
2,950000.0,1.0,657.0,-37.7909,144.8884
3,760000.0,1.0,265.0,-37.7975,144.8894
2,420000.0,1.0,0.0,-37.8042,144.9049
3,932000.0,1.0,451.0,-37.8023,144.8915
3,780000.0,1.0,323.0,-37.7935,144.8893
2,295000.0,1.0,0.0,-37.7903,144.891
2,433000.0,1.0,0.0,-37.8017,144.8957
2,410000.0,2.0,65.0,-37.7881,144.8838
2,1170000.0,1.0,184.0,-37.7988,144.90200000000004
1,375000.0,1.0,0.0,-37.8006,144.881
3,747000.0,1.0,246.0,-37.8012,144.8924
3,775000.0,1.0,242.0,-37.7956,144.8848
2,571000.0,2.0,0.0,-37.8025,144.9073
1,305000.0,1.0,59.0,-37.7903,144.8899
3,860500.0,2.0,322.0,-37.7963,144.8862
2,370000.0,1.0,0.0,-37.7992,144.8961
2,711000.0,1.0,253.0,-37.7968,144.8887
2,690500.0,1.0,212.0,-37.7903,144.8879
2,747000.0,1.0,320.0,-37.7964,144.8871
2,858000.0,1.0,313.0,-37.7966,144.9016
4,699000.0,2.0,0.0,-37.7905,144.8882
2,835000.0,1.0,222.0,-37.7962,144.8844
2,661000.0,1.0,132.0,-37.7946,144.8903
2,757500.0,1.0,258.0,-37.7959,144.8901
1,282000.0,1.0,1783.0,-37.7949,144.9007
3,699000.0,1.0,125.0,-37.7922,144.8831
3,850000.0,1.0,190.0,-37.795,144.88299999999995
2,315000.0,1.0,882.0,-37.7899,144.893
3,740000.0,1.0,211.0,-37.8059,144.901
3,980000.0,2.0,196.0,-37.7987,144.9034
2,316000.0,1.0,0.0,-37.789,144.8932
2,760000.0,1.0,130.0,-37.7988,144.9045
3,735000.0,2.0,112.0,-37.8001,144.8797
4,1225000.0,2.0,319.0,-37.7943,144.8875
3,767500.0,2.0,458.0,-37.7942,144.8832
2,395000.0,2.0,0.0,-37.8006,144.9053
4,815000.0,2.0,369.0,-37.7914,144.8957
3,757000.0,2.0,102.0,-37.7987,144.8807
4,1450000.0,1.0,799.0,-37.7958,144.9001
2,745000.0,1.0,355.0,-37.7931,144.8938
2,716000.0,1.0,274.0,-37.7939,144.8846
3,1735000.0,2.0,680.0,-37.854,145.0832
4,3400000.0,3.0,856.0,-37.8628,145.0436
5,3730000.0,3.0,919.0,-37.8637,145.0438
4,1800000.0,2.0,868.0,-37.8522,145.0893
4,1998000.0,2.0,739.0,-37.8513,145.0601
2,671000.0,1.0,0.0,-37.8555,145.0889
3,1425000.0,2.0,217.0,-37.8639,145.0641
3,1530000.0,1.0,753.0,-37.8543,145.0889
4,1900000.0,4.0,708.0,-37.8646,145.0673
3,1360000.0,2.0,704.0,-37.852,145.0942
5,2175000.0,3.0,619.0,-37.8554,145.0611
4,2325000.0,3.0,638.0,-37.8523,145.0726
4,2538000.0,2.0,630.0,-37.856,145.0691
4,2300000.0,3.0,1258.0,-37.8552,145.082
2,550000.0,1.0,0.0,-37.8567,145.0435
3,1600000.0,2.0,704.0,-37.852,145.0942
3,2115000.0,2.0,745.0,-37.8501,145.059
3,1700000.0,2.0,625.0,-37.8602,145.0925
4,2077000.0,2.0,553.0,-37.8589,145.0413
4,2850000.0,3.0,1184.0,-37.8526,145.0848
2,411000.0,1.0,0.0,-37.85,145.0461
4,2020000.0,2.0,630.0,-37.8667,145.0752
4,2010000.0,2.0,659.0,-37.8509,145.0916
4,2975000.0,3.0,0.0,-37.8541,145.0643
1,452000.0,1.0,63.0,-37.8552,145.05
3,1820000.0,1.0,650.0,-37.8571,145.0766
1,291000.0,1.0,1097.0,-37.8576,145.0452
4,2376000.0,2.0,652.0,-37.8479,145.0557
3,1456000.0,1.0,504.0,-37.8541,145.0544
1,345000.0,1.0,745.0,-37.8505,145.0459
5,2000000.0,3.0,696.0,-37.8563,145.0709
2,585000.0,1.0,84.0,-37.8517,145.0796
4,1700000.0,3.0,650.0,-37.8581,145.078
3,1375000.0,2.0,328.0,-37.8529,145.0605
2,920000.0,1.0,334.0,-37.8577,145.0576
2,382000.0,1.0,1069.0,-37.8547,145.0457
2,1280000.0,1.0,412.0,-37.8541,145.05100000000004
5,2825000.0,4.0,802.0,-37.8627,145.0719
3,2825000.0,2.0,885.0,-37.8577,145.0421
4,1825000.0,3.0,366.0,-37.8503,145.0586
5,3085000.0,3.0,778.0,-37.8582,145.0715
2,1600000.0,2.0,718.0,-37.858,145.0696
5,2352500.0,3.0,642.0,-37.859,145.0656
5,3860000.0,4.0,830.0,-37.8563,145.072
4,2625000.0,3.0,840.0,-37.8538,145.0641
4,1950000.0,2.0,775.0,-37.8561,145.0934
3,2200000.0,1.0,700.0,-37.8553,145.0711
3,1751000.0,1.0,609.0,-37.8542,145.0733
4,1857000.0,2.0,548.0,-37.8536,145.0547
2,720000.0,1.0,0.0,-37.8468,145.0515
3,1500000.0,1.0,401.0,-37.8471,145.05100000000004
4,2725000.0,3.0,603.0,-37.8521,145.0657
3,2800000.0,1.0,762.0,-37.8575,145.0554
3,1665000.0,1.0,685.0,-37.8538,145.0842
2,600000.0,1.0,0.0,-37.8555,145.0518
3,1420000.0,1.0,615.0,-37.8578,145.0919
5,2410000.0,2.0,654.0,-37.8515,145.0922
4,2100000.0,2.0,645.0,-37.8516,145.061
4,2950000.0,2.0,1485.0,-37.8509,145.0856
5,3365000.0,2.0,1339.0,-37.8649,145.0547
3,1931000.0,2.0,648.0,-37.8547,145.0771
2,1250000.0,1.0,438.0,-37.8511,145.0428
5,2400000.0,3.0,709.0,-37.8529,145.0806
3,610000.0,1.0,696.0,-37.6972,144.9431
3,610000.0,1.0,640.0,-37.6979,144.9335
3,806500.0,1.0,766.0,-37.6988,144.9372
4,550000.0,2.0,683.0,-37.6964,144.9314
3,822000.0,1.0,700.0,-37.6988,144.9438
3,980000.0,2.0,1029.0,-37.7115,144.9147
2,430000.0,1.0,164.0,-37.7072,144.9252
2,540000.0,1.0,164.0,-37.7082,144.9178
3,737000.0,1.0,640.0,-37.6986,144.9243
3,460000.0,2.0,224.0,-37.702,144.9507
3,545000.0,2.0,136.0,-37.7112,144.9142
3,670000.0,1.0,734.0,-37.7007,144.9378
4,702000.0,1.0,606.0,-37.7104,144.9088
2,730000.0,1.0,705.0,-37.706,144.9245
3,711500.0,1.0,667.0,-37.7005,144.9185
5,810000.0,4.0,695.0,-37.7028,144.9377
2,250000.0,1.0,0.0,-37.711,144.9178
3,460000.0,1.0,325.0,-37.7001,144.9291
3,793000.0,1.0,780.0,-37.7,144.9427
2,340000.0,1.0,0.0,-37.7071,144.9176
3,447500.0,1.0,320.0,-37.6949,144.9122
3,588000.0,1.0,616.0,-37.7029,144.9053
3,420000.0,1.0,0.0,-37.7025,144.9504
2,410000.0,1.0,200.0,-37.7002,144.9428
3,525000.0,1.0,665.0,-37.6966,144.9331
3,703000.0,1.0,704.0,-37.7021,144.9136
4,608000.0,2.0,252.0,-37.7006,144.9299
4,607000.0,3.0,0.0,-37.7102,144.9112
3,765500.0,2.0,780.0,-37.6955,144.9389
3,470000.0,1.0,187.0,-37.7098,144.9163
3,580000.0,1.0,650.0,-37.7002,144.9408
2,620250.0,1.0,253.0,-37.7117,144.9135
3,710000.0,1.0,796.0,-37.6955,144.9253
4,630000.0,1.0,630.0,-37.7002,144.9232
3,600000.0,1.0,541.0,-37.7051,144.9069
3,550000.0,2.0,212.0,-37.7073,144.9277
4,600000.0,1.0,586.0,-37.6975,144.9065
4,1217500.0,3.0,693.0,-37.7111,144.9275
3,600000.0,1.0,599.0,-37.7009,144.9291
3,570000.0,2.0,585.0,-37.6977,144.9071
3,762700.0,1.0,597.0,-37.7097,144.9351
2,465000.0,1.0,176.0,-37.7081,144.912
2,741250.0,1.0,668.0,-37.7067,144.9331
4,1000000.0,2.0,977.0,-37.7063,144.9273
4,630000.0,2.0,602.0,-37.7005,144.9258
3,670000.0,1.0,705.0,-37.6967,144.9116
2,417000.0,1.0,172.0,-37.7074,144.9086
3,600000.0,1.0,258.0,-37.7047,144.9087
3,440000.0,2.0,215.0,-37.6952,144.9256
3,660000.0,1.0,657.0,-37.7019,144.9225
2,270000.0,1.0,155.0,-37.6972,144.9239
4,825000.0,2.0,768.0,-37.6979,144.9377
4,638000.0,2.0,624.0,-37.6969,144.9334
3,631000.0,2.0,608.0,-37.709,144.8925
3,532000.0,2.0,149.0,-37.7068,144.8963
3,504000.0,2.0,215.0,-37.709,144.8964
3,468000.0,2.0,178.0,-37.7087,144.8962
4,802500.0,2.0,0.0,-37.705,144.9004
4,709000.0,2.0,453.0,-37.7016,144.8974
3,485000.0,2.0,175.0,-37.7076,144.8961
3,540000.0,2.0,367.0,-37.704,144.8989
3,390000.0,2.0,158.0,-37.7091,144.8958
4,800000.0,2.0,719.0,-37.7062,144.8978
4,740000.0,2.0,453.0,-37.7016,144.8974
3,605000.0,1.0,597.0,-37.711,144.9478
3,685500.0,1.0,724.0,-37.7076,144.9481
2,610000.0,1.0,394.0,-37.7153,144.9507
3,630000.0,1.0,604.0,-37.7124,144.9514
4,870000.0,3.0,591.0,-37.7127,144.9489
3,810000.0,2.0,592.0,-37.7149,144.9473
2,487000.0,1.0,198.0,-37.7132,144.9488
4,700000.0,2.0,700.0,-37.7056,144.9384
4,600500.0,2.0,462.0,-37.7062,144.9387
3,730000.0,1.0,570.0,-37.7106,144.9491
3,800000.0,2.0,565.0,-37.7094,144.9377
3,750000.0,2.0,301.0,-37.715,144.9475
3,740000.0,1.0,568.0,-37.7077,144.9438
3,646000.0,1.0,574.0,-37.7157,144.9507
3,545000.0,2.0,230.0,-37.7073,144.9486
4,777000.0,1.0,700.0,-37.704,144.9399
2,722000.0,3.0,580.0,-37.7098,144.9424
2,545000.0,1.0,591.0,-37.7128,144.9471
3,510000.0,2.0,234.0,-37.707,144.9411
3,631500.0,1.0,593.0,-37.7133,144.947
3,550000.0,1.0,610.0,-37.7107,144.9419
2,330000.0,1.0,249.0,-37.714,144.939
2,715888.0,1.0,613.0,-37.7099,144.938
2,468000.0,1.0,137.0,-37.707,144.9413
2,515000.0,1.0,345.0,-37.7128,144.9496
2,895000.0,1.0,228.0,-37.9355,145.0008
2,587000.0,1.0,0.0,-37.9419,145.0019
4,2800000.0,3.0,701.0,-37.9419,145.0152
4,3250000.0,3.0,928.0,-37.9389,145.0062
4,2140000.0,2.0,688.0,-37.9319,145.0173
4,1600000.0,2.0,607.0,-37.9324,145.0235
3,1003500.0,1.0,289.0,-37.9338,145.0226
2,802000.0,1.0,0.0,-37.939,145.0137
3,1560000.0,1.0,593.0,-37.9399,145.0204
2,760000.0,1.0,90.0,-37.9389,145.0186
2,616000.0,1.0,0.0,-37.9373,145.0027
4,1680000.0,1.0,723.0,-37.9437,145.0175
3,1120000.0,2.0,373.0,-37.9395,145.0088
4,3200000.0,3.0,760.0,-37.9326,144.9997
4,1250000.0,3.0,398.0,-37.9381,145.0161
4,2000000.0,3.0,615.0,-37.9429,145.0072
5,1805000.0,2.0,700.0,-37.9419,145.0156
4,2600000.0,1.0,1504.0,-37.944,145.0015
5,3470000.0,3.0,670.0,-37.9427,145.0085
3,1050000.0,2.0,357.0,-37.9449,145.0144
3,810000.0,1.0,195.0,-37.9396,145.0156
3,1460000.0,2.0,413.0,-37.933,144.9975
5,3075000.0,2.0,830.0,-37.9386,145.006
2,875500.0,2.0,225.0,-37.9442,145.0018
5,2600000.0,4.0,1000.0,-37.9332,145.0226
5,1705000.0,2.0,648.0,-37.946,145.0181
4,1515000.0,2.0,611.0,-37.9446,145.0201
5,2980000.0,3.0,694.0,-37.9372,145.0101
4,2200000.0,3.0,583.0,-37.9336,144.9999
3,1100000.0,2.0,355.0,-37.9391,145.012
4,3325000.0,3.0,627.0,-37.9449,145.0068
2,450000.0,2.0,0.0,-37.9462,145.0212
2,500000.0,1.0,0.0,-37.9436,145.0027
4,1460000.0,3.0,562.0,-37.9369,145.0163
4,1740000.0,3.0,414.0,-37.9401,145.0083
4,1800000.0,2.0,667.0,-37.9315,145.0109
4,2160000.0,2.0,577.0,-37.9382,144.9997
4,2250000.0,2.0,647.0,-37.9407,145.0104
4,2130000.0,2.0,714.0,-37.9446,145.0092
2,400000.0,1.0,0.0,-37.9367,145.0322
3,926000.0,2.0,393.0,-37.9431,145.0267
3,1070000.0,1.0,583.0,-37.9428,145.0296
2,801000.0,1.0,217.0,-37.9432,145.0348
3,1150000.0,2.0,0.0,-37.9355,145.0276
2,472000.0,1.0,215.0,-37.933,145.0322
3,1300000.0,2.0,586.0,-37.9431,145.0274
4,1200000.0,2.0,0.0,-37.9405,145.0346
4,1650000.0,2.0,317.0,-37.8344,145.0422
4,2670000.0,2.0,336.0,-37.8183,145.0371
1,348000.0,1.0,0.0,-37.8303,145.0341
3,1189000.0,1.0,181.0,-37.8243,145.0328
2,610000.0,2.0,85.0,-37.8154,145.0369
1,492000.0,1.0,0.0,-37.8299,145.0422
2,806000.0,1.0,0.0,-37.8249,145.0342
3,2000000.0,2.0,460.0,-37.8155,145.019
2,753000.0,1.0,0.0,-37.8186,145.017
1,330000.0,1.0,0.0,-37.8177,145.0424
3,1420000.0,1.0,218.0,-37.8214,145.0437
2,495000.0,1.0,0.0,-37.8216,145.0343
1,292000.0,1.0,0.0,-37.8294,145.0382
2,580000.0,1.0,1089.0,-37.8143,145.0322
3,1300000.0,2.0,341.0,-37.8236,145.0425
3,1300000.0,1.0,232.0,-37.8173,145.0252
2,440000.0,1.0,0.0,-37.8192,145.0385
3,1000000.0,3.0,0.0,-37.8144,145.0153
3,1741000.0,1.0,383.0,-37.8155,145.0385
2,655000.0,1.0,0.0,-37.8343,145.0364
1,488000.0,1.0,0.0,-37.8272,145.0343
3,2065000.0,1.0,351.0,-37.8165,145.02100000000004
1,350000.0,1.0,0.0,-37.8208,145.0456
3,1712000.0,1.0,342.0,-37.814,145.0212
1,480000.0,1.0,0.0,-37.8128,145.0171
4,3225000.0,2.0,665.0,-37.814,145.0175
1,400000.0,1.0,0.0,-37.8155,145.0161
4,1650000.0,2.0,207.0,-37.8271,145.0243
5,3950000.0,2.0,1236.0,-37.8257,145.0321
2,587500.0,1.0,1099.0,-37.8271,145.0347
2,560000.0,1.0,0.0,-37.8268,145.0344
4,1936000.0,2.0,218.0,-37.8142,145.0252
5,4250000.0,4.0,1275.0,-37.8291,145.0308
3,630000.0,1.0,0.0,-37.8153,145.02100000000004
3,1560000.0,2.0,198.0,-37.8169,145.0234
3,840000.0,2.0,0.0,-37.8268,145.0344
3,1780000.0,3.0,88.0,-37.824,145.0427
2,815000.0,1.0,0.0,-37.8184,145.0163
3,1975000.0,2.0,0.0,-37.8235,145.029
2,657500.0,1.0,728.0,-37.8177,145.0424
4,5050000.0,4.0,905.0,-37.8168,145.0321
1,445000.0,1.0,0.0,-37.8261,145.0269
3,1180000.0,1.0,218.0,-37.8176,145.0204
2,470000.0,1.0,0.0,-37.813,145.0207
2,485000.0,1.0,0.0,-37.8226,145.0368
4,1800000.0,2.0,601.0,-37.839,145.0418
3,1855000.0,1.0,304.0,-37.8253,145.0287
2,665000.0,1.0,0.0,-37.8183,145.0194
3,1551000.0,1.0,199.0,-37.8172,145.0243
2,612500.0,1.0,859.0,-37.8183,145.0423
3,2410000.0,2.0,249.0,-37.8169,145.02100000000004
2,715000.0,1.0,0.0,-37.8142,145.0308
2,1055000.0,2.0,191.0,-37.813,145.0167
4,1976000.0,2.0,410.0,-37.8246,145.026
1,499000.0,1.0,0.0,-37.8158,145.0342
2,495000.0,1.0,0.0,-37.8157,145.0273
5,3750000.0,3.0,827.0,-37.8144,145.0279
3,1400000.0,2.0,164.0,-37.8159,145.0219
1,370000.0,1.0,0.0,-37.8222,145.0329
2,627500.0,2.0,0.0,-37.8213,145.0224
2,815000.0,1.0,589.0,-37.7501,145.0505
2,565000.0,2.0,201.0,-37.7426,145.0556
3,994000.0,2.0,807.0,-37.7453,145.0559
3,785000.0,1.0,592.0,-37.7477,145.0481
3,620000.0,2.0,215.0,-37.7424,145.0519
3,706750.0,2.0,250.0,-37.7449,145.0523
2,584000.0,1.0,428.0,-37.7418,145.0513
3,909000.0,2.0,585.0,-37.7358,145.0546
4,1086000.0,2.0,724.0,-37.7404,145.0582
2,680000.0,1.0,605.0,-37.7365,145.0545
